article_incident_title,incday,incmo,incyr,province_psgc,municipality_psgc,city_psgc,actors_affiliation1,actors_effect1,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,actors_count_number,inc_cat
"Threat in Brgy. Adaon, Datu Anggal Midtimbang, Maguindanao",13,5,2018,153800000,153831000,-99,16,9,917,5011,124.352347,7.001420397,2,5
"Threat in Brgy. Aguada, Isabela City",11,3,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",23,3,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",24,3,2016,-99,-99,99701000,24,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",20,5,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",12,6,2016,-99,-99,99701000,16,4,2032,3007,121.9684714,6.697143855,2,3
"Threat in Brgy. Aguada, Isabela City",7,7,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,4,9
"Threat in Brgy. Aguada, Isabela City",14,8,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",28,10,2016,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",23,1,2017,-99,-99,99701000,16,-98,917,1002,121.9684714,6.697143855,4,1
"Threat in Brgy. Aguada, Isabela City",1,11,2017,-99,-99,99701000,24,-98,917,1002,121.9684714,6.697143855,3,1
"Threat in Brgy. Aguada, Isabela City",1,10,2018,-99,-99,99701000,16,-98,917,3005,121.9684714,6.697143855,3,3
"Threat in Brgy. Aguada, Isabela City",25,9,2018,-99,-99,99701000,16,-98,929,3005,121.9684714,6.697143855,9,3
"Threat in Brgy. Aguada, Isabela City",11,7,2019,-99,-99,99701000,16,-98,917,-98,121.9684714,6.697143855,2,9
"Threat in Brgy. Aguada, Isabela City",7,12,2019,-99,-99,99701000,31,-98,917,3015,121.9684714,6.697143855,6,3
"Threat in Brgy. Alat, Jolo, Sulu",15,4,2015,156600000,156602000,-99,16,-98,917,-98,120.9971111,6.047975815,2,9
"Threat in Brgy. Alat, Jolo, Sulu",9,9,2017,156600000,156602000,-99,16,-98,917,-98,120.9971111,6.047975815,2,9
"Threat in Brgy. Alat, Jolo, Sulu",7,11,2017,156600000,156602000,-99,24,-98,917,-98,120.9971111,6.047975815,4,9
"Threat in Brgy. Angkayamat, Sultan Sa Barongis, Maguindanao",19,4,2019,153800000,153813000,-99,16,-98,917,-98,124.6903429,6.896865232,6,9
"Threat in Brgy. Anuling, Patikul, Sulu",14,7,2017,156600000,156611000,-99,-98,9,917,-98,121.0121398,6.024900034,2,9
"Threat in Brgy. Asturias, Jolo, Sulu",30,8,2017,156600000,156602000,-99,16,-98,917,-98,121.0005716,6.046310178,2,9
"Threat in Brgy. Asturias, Jolo, Sulu",3,1,2018,156600000,156602000,-99,16,-98,917,-98,121.0005716,6.046310178,3,9
"Threat in Brgy. Asturias, Jolo, Sulu",12,7,2018,156600000,156602000,-99,1,9,917,5017,121.0005716,6.046310178,2,5
"Threat in Brgy. Asturias, Jolo, Sulu",11,5,2019,156600000,156602000,-99,16,-98,917,-98,121.0005716,6.046310178,2,9
"Threat in Brgy. Asturias, Jolo, Sulu",24,9,2019,156600000,156602000,-99,16,9,917,-98,121.0005716,6.046310178,2,9
"Threat in Brgy. Asturias, Jolo, Sulu ",10,10,2018,156600000,156602000,-99,16,-98,917,-98,121.0005716,6.046310178,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",6,1,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",7,1,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",7,1,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",3,2,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",11,3,2014,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",29,3,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",4,4,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,3,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",6,4,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",14,4,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",14,4,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,3,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",20,4,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",19,5,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",20,5,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",11,8,2015,153800000,153807000,-99,16,-98,917,3001,124.2200147,7.149563294,2,3
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",16,8,2015,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",24,8,2015,153800000,153807000,-99,2,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",5,3,2017,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",16,3,2017,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",17,6,2017,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",21,7,2017,153800000,153807000,-99,-98,-98,917,-98,124.2200147,7.149563294,3,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",2,8,2017,153800000,153807000,-99,16,-98,917,1002,124.2200147,7.149563294,3,1
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",4,6,2018,153800000,153807000,-99,16,-98,917,7015,124.2200147,7.149563294,3,7
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",13,6,2018,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,3,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",24,6,2018,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Awang, Datu Odin Sinsuat, Maguindanao ",10,7,2017,153800000,153807000,-99,16,-98,917,-98,124.2200147,7.149563294,2,9
"Threat in Brgy. Baclayan Lilod, Ditsaan-Ramain, Lanao del Sur",13,5,2015,153600000,153624000,-99,-98,-98,917,1002,124.3439661,7.985724685,2,1
"Threat in Brgy. Bagua 3, Cotabato City",3,1,2016,-99,-99,129804000,24,-98,917,3001,124.2424039,7.222615835,2,3
"Threat in Brgy. Bagua 3, Cotabato City",6,3,2016,-99,-99,129804000,16,-98,917,3005,124.2424039,7.222615835,3,3
"Threat in Brgy. Bagua 3, Cotabato City",2,5,2016,-99,-99,129804000,16,-98,917,7004,124.2424039,7.222615835,3,7
"Threat in Brgy. Bagua 3, Cotabato City",28,8,2014,-99,-99,129804000,16,-98,917,-98,124.2424039,7.222615835,2,9
"Threat in Brgy. Bagua, Cotabato City",23,9,2018,-99,-99,129804000,16,-98,917,-98,124.2416605,7.225171479,2,9
"Threat in Brgy. Baka (Pinguiaman), Datu Odin Sinsuat, Maguindanao",18,5,2017,153800000,153807000,-99,14,-98,917,3005,124.3056442,7.093911523,5,3
"Threat in Brgy. Balagtasan, Lamitan City, Basilan",29,5,2016,150700000,-99,150702000,-98,9,917,8008,122.0481108,6.701627505,1,8
"Threat in Brgy. Baluno, Isabela City",29,7,2016,-99,-99,99701000,16,-98,917,-98,122.0196699,6.722955007,2,9
"Threat in Brgy. Baluno, Isabela City",17,9,2016,-99,-99,99701000,16,-98,2031,-98,122.0196699,6.722955007,7,9
"Threat in Brgy. Baluno, Isabela City",10,10,2016,-99,-99,99701000,16,-98,917,-98,122.0196699,6.722955007,2,9
"Threat in Brgy. Baluno, Isabela City",8,12,2016,-99,-99,99701000,16,-98,917,-98,122.0196699,6.722955007,4,9
"Threat in Brgy. Baluno, Isabela City",9,2,2017,-99,-99,99701000,19,-98,917,3012,122.0196699,6.722955007,5,3
"Threat in Brgy. Baluno, Isabela City",22,3,2019,-99,-99,99701000,16,-98,917,-98,122.0196699,6.722955007,5,9
"Threat in Brgy. Banaba, Datu Abdullah Sangki, Maguindanao",28,9,2015,153800000,153828000,-99,16,-98,917,-98,124.5230262,6.792076097,2,9
"Threat in Brgy. Banago, Balabagan, Lanao del Sur",7,2,2016,153600000,153602000,-99,14,-98,917,3005,124.1275055,7.510365289,4,3
"Threat in Brgy. Banga, Wao, Lanao del Sur",31,8,2017,153600000,153630000,-99,16,-98,2031,1002,124.7279972,7.658329365,2,1
"Threat in Brgy. Bangkal, Patikul, Sulu",6,5,2017,156600000,156611000,-99,16,-98,917,-98,121.0464697,6.051029298,2,9
"Threat in Brgy. Bansayan, Poona Bayabao, Lanao del Sur",5,1,2016,153600000,153622000,-99,16,2,917,3007,124.3458106,7.84206839,2,3
"Threat in Brgy. Bayabas, Upi, Maguindanao",28,2,2015,153800000,153815000,-99,16,-98,917,-98,124.1196984,6.936371437,2,9
"Threat in Brgy. Bayanga Sur, Matanog, Maguindanao",4,9,2018,153800000,153809000,-99,16,-98,917,-98,124.2311538,7.478413741,4,9
"Threat in Brgy. Binuangan, Isabela CIty",5,7,2016,-99,-99,99701000,16,-98,917,7007,121.991331,6.701568442,2,7
"Threat in Brgy. Binuangan, Isabela City",9,11,2016,-99,-99,99701000,16,-98,917,1002,121.991331,6.701568442,2,1
"Threat in Brgy. Binuangan, Isabela City",27,11,2016,-99,-99,99701000,16,-98,917,3007,121.991331,6.701568442,2,3
"Threat in Brgy. Binuangan, Isabela City",29,11,2016,-99,-99,99701000,28,-98,917,8004,121.991331,6.701568442,2,8
"Threat in Brgy. Binuangan, Isabela City",28,2,2017,-99,-99,99701000,16,-98,917,-98,121.991331,6.701568442,2,9
"Threat in Brgy. Binuangan, Isabela City",16,5,2017,-99,-99,99701000,-98,9,917,-98,121.991331,6.701568442,2,9
"Threat in Brgy. Binuangan, Isabela City",14,7,2018,-99,-99,99701000,16,-98,917,-98,121.991331,6.701568442,2,9
"Threat in Brgy. Binuangan, Isabela City",22,6,2020,-99,-99,99701000,16,-98,917,-98,121.991331,6.701568442,2,9
"Threat in Brgy. Bitu, Datu Odin Sinsuat, Maguindanao",14,6,2015,153800000,153807000,-99,24,-98,917,-98,124.2834517,7.13947044,2,9
"Threat in Brgy. Blensong, Upi, Maguindanao ",30,4,2017,153800000,153815000,-99,16,-98,917,-98,124.1982463,7.00065186,2,9
"Threat in Brgy. Blensong, Upi, Maguindanao ",2,10,2017,153800000,153815000,-99,16,-98,917,7004,124.1982463,7.00065186,2,7
"Threat in Brgy. Bobo, Piagapo, Lanao del Sur",12,11,2018,153600000,153621000,-99,29,-98,917,3006,124.2366875,8.011484599,4,3
"Threat in Brgy. Bohe-Suyak, Ungkaya Pukan, Basilan",21,5,2015,150700000,150711000,-99,16,-98,917,-98,122.113163,6.46039106,3,9
"Threat in Brgy. Bo-ot, Wao, Lanao del Sur",29,5,2017,153600000,153630000,-99,16,9,917,1008,124.725239,7.610476226,2,1
"Threat in Brgy. Borongatan, Upi, Maguindanao",23,2,2015,153800000,153815000,-99,16,-98,917,-98,124.167542,6.983845526,2,9
"Threat in Brgy. Borongotan, Upi, Maguindanao",4,1,2015,153800000,153815000,-99,16,-98,917,-98,124.167542,6.983845526,2,9
"Threat in Brgy. Borongotan, Upi, Maguindanao",17,11,2016,153800000,153815000,-99,16,-98,917,-98,124.167542,6.983845526,2,9
"Threat in Brgy. Borongotan, Upi, Maguindanao",27,10,2017,153800000,153815000,-99,16,-98,917,3001,124.167542,6.983845526,2,3
"Threat in Brgy. Borongotan, Upi, Maguindanao",26,12,2019,153800000,153815000,-99,16,-98,917,8007,124.167542,6.983845526,2,8
"Threat in Brgy. Borongotan, Upi, Maguindanao ",27,10,2017,153800000,153815000,-99,16,-98,917,-98,124.167542,6.983845526,2,9
"Threat in Brgy. Brgy. Port Holland Zone 1 Pob. (Upper), Maluso, Basilan",24,8,2015,150700000,150704000,-99,16,-98,917,-98,121.8703614,6.544254854,2,9
"Threat in Brgy. Broce, Datu Odin Sinsuat, Maguindanao",1,8,2017,153800000,153807000,-99,16,-98,917,-98,124.2088797,7.180124466,2,9
"Threat in Brgy. Bulanting, Lamitan City, Basilan",1,5,2015,150700000,-99,150702000,16,-98,917,-98,122.1471839,6.650360212,2,9
"Threat in Brgy. Busay, Isabela City",12,7,2016,-99,-99,99701000,16,-98,917,7007,122.0085354,6.693025849,2,7
"Threat in Brgy. Busay, Isabela City",5,3,2017,-99,-99,99701000,16,-98,914,3001,122.0085354,6.693025849,2,3
"Threat in Brgy. Bus-bus, Jolo , Sulu",1,7,2016,156600000,156602000,-99,16,-98,917,-98,121.0080767,6.058947101,2,9
"Threat in Brgy. Bus-bus, Jolo, Sulu",29,3,2016,156600000,156602000,-99,16,-98,917,-98,121.0080767,6.058947101,2,9
"Threat in Brgy. Bus-bus, Jolo, Sulu",19,9,2017,156600000,156602000,-99,16,-98,917,-98,121.0080767,6.058947101,2,9
"Threat in Brgy. Bus-bus, Jolo, Sulu",21,9,2017,156600000,156602000,-99,16,-98,917,-98,121.0080767,6.058947101,2,9
"Threat in Brgy. Bus-bus, Jolo, Sulu",23,10,2017,156600000,156602000,-99,16,-98,917,3007,121.0080767,6.058947101,2,3
"Threat in Brgy. Bus-bus, Jolo, Sulu",13,5,2018,156600000,156602000,-99,16,-98,917,-98,121.0080767,6.058947101,3,9
"Threat in Brgy. Bus-bus, Jolo, Sulu",5,10,2018,156600000,156602000,-99,30,-98,917,8010,121.0080767,6.058947101,1,8
"Threat in Brgy. Cabunbata, Isabela City",16,8,2016,-99,-99,99701000,16,-98,917,1002,121.9659206,6.66908134,2,1
"Threat in Brgy. Cabunbata, Isabela City",15,9,2016,-99,-99,99701000,16,-98,917,2011,121.9659206,6.66908134,2,2
"Threat in Brgy. Cabunbata, Isabela City",19,8,2017,-99,-99,99701000,16,-98,917,3007,121.9659206,6.66908134,3,3
"Threat in Brgy. Cabunbata, Isabela City",20,8,2017,-99,-99,99701000,16,-98,917,3005,121.9659206,6.66908134,2,3
"Threat in Brgy. Cabunbata, Isabela City",16,2,2018,-99,-99,99701000,16,-98,917,1002,121.9659206,6.66908134,2,1
"Threat in Brgy. Cabunbata, Isabela City",3,1,2017,-99,-99,99701000,16,-98,917,-98,121.9659206,6.66908134,2,9
"Threat in Brgy. Cabunbata, Isabela City",2,8,2017,-99,-99,99701000,16,-98,917,7007,121.9659206,6.66908134,5,7
"Threat in Brgy. Cabunbata, Isabela City",3,12,2019,-99,-99,99701000,16,-98,917,3005,121.9659206,6.66908134,4,3
"Threat in Brgy. Calugusan, Lantawan, Basilan ",9,12,2019,150700000,150703000,-99,16,9,917,3005,121.846262,6.652565099,3,3
"Threat in Brgy. Calvario, Isabela City",9,9,2016,-99,-99,99701000,16,-98,1001,3007,121.9905114,6.651444253,2,3
"Threat in Brgy. Camalig, Marantao, Lanao del Sur",12,10,2014,153600000,153616000,-99,16,2,917,-98,124.2431613,7.956600309,1,9
"Threat in Brgy. Campo Islam, Parang, Maguindanao",1,3,2017,153800000,153811000,-99,14,-98,917,3007,124.2555684,7.383958343,2,3
"Threat in Brgy. Candiis, Hadji Mohammad Ajul, Basilan",15,8,2017,150700000,150710000,-99,16,-98,917,-98,122.2842665,6.599461603,3,9
"Threat in Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",5,4,2015,153800000,153807000,-99,16,-98,917,-98,124.2388347,7.163972118,2,9
"Threat in Brgy. Carbon, Isabela City",30,3,2016,-99,-99,99701000,16,9,917,1007,121.9682439,6.711639184,2,1
"Threat in Brgy. Carbon, Isabela City",29,10,2016,-99,-99,99701000,16,-98,917,3005,121.9682439,6.711639184,2,3
"Threat in Brgy. Carbon, Isabela City",13,8,2017,-99,-99,99701000,16,-98,917,-98,121.9682439,6.711639184,3,9
"Threat in Brgy. Chinese Pier, Jolo , Sulu",22,7,2016,156600000,156602000,-99,16,-98,917,-98,120.9974084,6.053248526,2,9
"Threat in Brgy. Chinese Pier, Jolo, Sulu",19,7,2016,156600000,156602000,-99,16,-98,917,-98,120.9974084,6.053248526,2,9
"Threat in Brgy. Christian Village, Wao, Lanao del Sur",30,1,2016,153600000,153630000,-99,16,9,917,3007,124.7550119,7.634746859,2,3
"Threat in Brgy. Crossing Simuay, Sultan Kudarat, Maguindanao",16,1,2015,153800000,153812000,-99,16,-98,917,-98,124.3076389,7.269439902,2,9
"Threat in Brgy. Crossing Simuay, Sultan Kudarat, Maguindanao",24,1,2015,153800000,153812000,-99,16,-98,917,-98,124.3076389,7.269439902,2,9
"Threat in Brgy. Dalican Poblacion, Datu Odin Sinsuat, Maguindanao",27,12,2016,153800000,153807000,-99,16,-98,917,3007,124.3180412,7.017247023,3,3
"Threat in Brgy. Dalican Poblacion, Datu Odin Sinsuat, Maguindanao",7,3,2017,153800000,153807000,-99,16,-98,917,-98,124.3180412,7.017247023,2,9
"Threat in Brgy. Dalican Poblacion, Datu Odin Sinsuat, Maguindanao",16,6,2018,153800000,153807000,-99,16,-98,917,-98,124.3180412,7.017247023,2,9
"Threat in Brgy. Dalican, Datu Odin Sinsuat, Maguindanao",16,3,2017,153800000,153807000,-99,16,4,917,-98,124.3180412,7.017247023,3,9
"Threat in Brgy. Damablac, Talayan, Maguindanao",3,12,2018,153800000,153816000,-99,16,-98,917,3005,124.4106937,7.020310631,6,3
"Threat in Brgy. Darugao, Upi, Maguindanao",30,4,2015,153800000,153815000,-99,16,-98,917,-98,124.1283562,6.991283472,2,9
"Threat in Brgy. Diki, Isabela City",31,3,2016,-99,-99,99701000,16,-98,917,3005,121.9721788,6.717352425,4,3
"Threat in Brgy. Diki, Isabela City",26,7,2016,-99,-99,99701000,16,-98,917,-98,121.9721788,6.717352425,2,9
"Threat in Brgy. Diki, Isabela City",2,8,2016,-99,-99,99701000,16,-98,917,-98,121.9721788,6.717352425,2,9
"Threat in Brgy. Diki, Isabela City",17,3,2020,-99,-99,99701000,24,-98,917,1012,121.9721788,6.717352425,4,1
"Threat in Brgy. Dimayon, Poona Bayabao, Lanao del Sur",6,4,2020,153600000,153622000,-99,28,-98,917,-98,124.3325599,7.846512708,6,9
"Threat in Brgy. Dinaig Proper, Datu Odin Sinsuat, Maguindanao",11,4,2015,153800000,153807000,-99,16,-98,917,-98,124.1935454,7.146336674,2,9
"Threat in Brgy. Dona Ramona T. Alano (Isabela Westsite), Isabela City",14,1,2017,-99,-99,99701000,16,-98,917,3005,121.9698644,6.70126099,2,3
"Threat in Brgy. Dona Ramona T. Alano (Westsite), Isabela City ",2,2,2017,-99,-99,99701000,16,-98,917,1008,121.9698644,6.70126099,2,1
"Threat in Brgy. Dona Ramona T. Alano, Isabela City",8,7,2016,-99,-99,99701000,16,-98,917,1002,121.9698644,6.70126099,2,1
"Threat in Brgy. Dona Ramona T. Alano, Isabela City",9,12,2016,-99,-99,99701000,16,-98,917,-98,121.9698644,6.70126099,2,9
"Threat in Brgy. Eastside, Isabela City",17,5,2017,-99,-99,99701000,16,-98,917,3005,121.9801435,6.711070092,2,3
"Threat in Brgy. Gadungan, Parang, Maguindanao",16,5,2018,153800000,153811000,-99,16,-98,917,5011,124.309005,7.36939142,2,5
"Threat in Brgy. Gadungan, Sultan sa Barongis, Maguindanao",10,6,2019,153800000,153813000,-99,16,-98,917,-98,124.6241667,6.89628043,2,9
"Threat in Brgy. Ganassi, Upi, Maguindanao ",1,10,2017,153800000,153815000,-99,16,-98,917,-98,124.1737093,6.938882416,3,9
"Threat in Brgy. Gapas Tubig Tuwak, Lugus, Sulu ",13,5,2019,156600000,156617000,-99,16,-98,917,-98,120.877911,5.689365163,2,9
"Threat in Brgy. Gapas Tubig Tuwak, Lugus, Sulu ",15,5,2019,156600000,156617000,-99,16,9,917,-98,120.877911,5.689365163,1,9
"Threat in Brgy. Gaunan South, Maluso, Basilan",21,4,2017,150700000,150704000,-99,31,-98,917,-98,121.8654968,6.548198786,2,9
"Threat in Brgy. Guiday T. Biruar, Parang, Maguindanao",8,5,2018,153800000,153811000,-99,16,-98,917,5011,124.3059941,7.33377846,2,5
"Threat in Brgy. Guiday T. Biruar, Parang, Maguindanao",6,6,2018,153800000,153811000,-99,16,-98,917,-98,124.3059941,7.33377846,3,9
"Threat in Brgy. Gumagadong Calawag, Parang, Maguindanao",21,9,2016,153800000,153811000,-99,16,-98,917,-98,124.27984,7.399650278,2,9
"Threat in Brgy. Gumagadong Calawag, Parang, Maguindanao",18,6,2017,153800000,153811000,-99,16,-98,917,-98,124.27984,7.399650278,2,9
"Threat in Brgy. Gumagadong Calawag, Parang, Maguindanao",6,5,2018,153800000,153811000,-99,31,-98,917,8008,124.27984,7.399650278,2,8
"Threat in Brgy. Gumagadong Calawag, Parang, Maguindanao ",5,7,2017,153800000,153811000,-99,16,-98,917,-98,124.27984,7.399650278,2,9
"Threat in Brgy. Iganagampong, Datu Unsay, Maguindanao",8,11,2019,153800000,153827000,-99,31,-98,2031,7004,124.4452234,6.911670506,4,7
"Threat in Brgy. Ilian, Marantao, Lanao del Sur",5,8,2018,153600000,153616000,-99,16,-98,917,-98,124.2480102,7.965893291,2,9
"Threat in Brgy. Inudaran Loway, Marantao, Lanao del Sur",16,7,2019,153600000,153616000,-99,16,-98,917,7004,124.2206312,7.970074847,4,7
"Threat in Brgy. Inudaran Loway, Marantao, Lanao del Sur",21,7,2019,153600000,153616000,-99,16,-98,917,7004,124.2206312,7.970074847,3,7
"Threat in Brgy. Isabela Eastside (Pob.), Isabela City",24,7,2019,-99,-99,99701000,16,-98,917,-98,121.9801435,6.711070092,2,9
"Threat in Brgy. Isabela Eastside (Pob.), Isabela City",23,10,2019,-99,-99,99701000,16,-98,917,8008,121.9801435,6.711070092,3,8
"Threat in Brgy. Isabela Eastside (Pob.), Isabela City ",5,2,2017,-99,-99,99701000,16,-98,917,-98,121.9801435,6.711070092,4,9
"Threat in Brgy. Isabela Eastside, Isabela City",21,4,2016,-99,-99,99701000,16,-98,918,-98,121.9801435,6.711070092,3,9
"Threat in Brgy. Isabela Eastside, Isabela City",28,2,2017,-99,-99,99701000,16,-98,917,-98,121.9801435,6.711070092,2,9
"Threat in Brgy. Isabela Proper (Pob.), Isabela City",21,3,2018,-99,-99,99701000,16,-98,917,7015,121.9723854,6.705116151,3,7
"Threat in Brgy. Isabela Proper (Pob.), Isabela City",30,10,2017,-99,-99,99701000,16,-98,917,-98,121.9723854,6.705116151,2,9
